,postal_code,State,City,CountyName,2016,2017,2018,2019,2020,2021
17937,63377,MO,Silex,Lincoln County,200387,207009,220451,234009,251027,302637
17938,56511,MN,Audubon,Becker County,259622,279045,301295,320757,328938,368092
17939,31830,GA,Warm Springs,Meriwether County,107262,112380,120194,122765,124632,137813
17940,25825,WV,Cool Ridge,Raleigh County,127417,127918,132787,136956,139938,147068
17941,29525,SC,Clio,Marlboro County,68565,69291,72313,70284,67855,77759
17942,72434,AR,Imboden,Lawrence County,69929,73737,79877,86303,89136,97367
17943,56340,MN,Holdingford,Stearns County,193812,205968,218554,227863,243199,279362
17944,54156,WI,Pembine,Marinette County,77217,79326,82894,86590,90487,102800
17945,36028,AL,Dozier,Covington County,90567,92235,96701,100651,101679,112485
17946,27980,NC,Hertford,Perquimans County,117660,124077,132677,137366,140536,157253
17947,3465,NH,Troy,Cheshire County,143142,146003,159295,175165,177312,212156
17948,47841,IN,Clay City,Clay County,69306,72162,79581,84935,90327,106946
17949,50619,IA,Clarksville,Butler County,115114,117849,124834,128562,130928,138998
17950,37350,TN,Lookout Mountain,Hamilton County,562503,584842,588601,616366,655458,765808
17951,11569,NY,Point Lookout,Nassau County,760298,801466,807530,805174,827479,995514
17952,49092,MI,Tekonsha,Calhoun County,97340,101510,104850,113597,124733,141938
17953,14724,NY,French Creek,Chautauqua County,122026,125854,125041,133153,147319,161437
17954,74032,OK,Glencoe,Payne County,110855,117064,123081,131102,139741,148595
17955,51521,IA,Avoca,Pottawattamie County,124252,127115,133258,139704,146989,154301
17956,53919,WI,Brandon,Fond du Lac County,121640,129092,135454,146300,148721,169244
17957,4555,ME,Nobleboro,Lincoln County,218853,230411,236543,249735,261530,306619
17958,45873,OH,Oakwood,Paulding County,71412,75963,80533,84868,88615,101057
17959,2650,MA,Chatham,Barnstable County,1036804,1051468,1080381,1112544,1141027,1419233
17960,56312,MN,Belgrade,Stearns County,168690,176218,184280,198905,210342,241498
17961,39342,MS,Marion,Lauderdale County,126329,125311,129181,133944,132397,137734
17962,95245,CA,Mokelumne Hill,Calaveras County,261357,269895,270286,282357,290366,350165
17963,23833,VA,Church Road,Dinwiddie County,175367,181063,188090,197514,203238,226870
17964,83852,ID,Ponderay,Bonner County,356450,380882,397044,403659,405732,472437
17966,3836,NH,Freedom,Carroll County,247771,260342,278522,289002,295079,384565
17967,53516,WI,Blanchardville,Lafayette County,134520,141734,151872,161647,166583,188354
17968,30441,GA,Midville,Burke County,60559,65048,71349,74703,77499,87464
17969,7606,NJ,South Hackensack,Bergen County,383270,393165,413193,418509,451647,512382
17971,50240,IA,Saint Charles,Madison County,181237,189503,197999,208926,219689,243882
17972,42352,KY,Livermore,McLean County,59806,63268,67160,75708,74539,82976
17973,91962,CA,Descanso,San Diego County,387878,423901,447625,447920,462159,558416
17974,54423,WI,Custer,Portage County,183041,193109,205462,218292,228466,259479
17975,51560,IA,Oakland,Pottawattamie County,129229,133996,138789,143729,151437,160771
17976,12903,NY,Town of Plattsburgh,Clinton County,140750,154312,161653,169968,172626,184425
17977,8310,NJ,Buena Vista Township,Atlantic County,161773,166468,166165,171420,179913,222756
17978,24571,VA,Lynch Station,Campbell County,129885,134229,139523,144273,151103,169497
17979,47838,IN,Carlisle,Sullivan County,70942,72076,80508,85998,89119,96637
17980,18321,PA,Pocono Township,Monroe County,138235,149844,159966,171063,186716,241393
17981,13812,NY,Town of Nichols,Tioga County,103547,107441,113745,118784,121275,131085
17982,25559,WV,Salt Rock,Cabell County,86067,92065,95847,98010,98906,105175
17983,96146,CA,Tahoe City,Placer County,634390,634702,658525,680164,719939,863822
17984,23921,VA,Buckingham,Buckingham County,113780,115202,121050,131896,134663,156144
17985,16123,PA,Franklin Township,Beaver County,164221,170031,178543,190184,183115,199905
17987,64671,MO,Polo,Caldwell County,124862,131876,144752,155431,167930,199451
17988,25555,WV,Prichard,Wayne County,85951,87756,92542,95848,95356,100975
17989,71764,AR,Stephens,Ouachita County,28017,30134,31956,33044,33825,38257
17990,45658,OH,Patriot,Gallia County,84023,88127,104897,112800,115214,133180
17991,56628,MN,Bigfork,Itasca County,145398,155593,163821,167903,170456,187689
17992,65707,MO,Miller,Lawrence County,94307,99125,107423,113153,112563,129596
17993,62466,IL,Sumner,Lawrence County,39964,39003,39492,42049,45894,52958
17994,61833,IL,Tilton,Vermilion County,50212,51187,51182,52252,53791,58797
17995,65243,MO,Clark,Randolph County,157162,163019,174157,185360,194493,217788
17996,74130,OK,Turley,Tulsa County,77890,61723,56595,49976,54746,61723
17998,14722,NY,Mayville,Chautauqua County,392388,396750,396380,407406,424847,478533
17999,65724,MO,Bolivar,Polk County,97314,98782,98987,99539,104713,124979
18000,64742,MO,Drexel,Cass County,132736,144595,156124,166736,177860,201072
18001,5674,VT,Warren,Washington County,200887,225171,234608,234465,244630,303756
18003,40873,KY,Wallins Creek,Harlan County,46212,45953,48235,50177,50616,54426
18004,85137,AZ,Kearny,Pinal County,99376,95316,102948,109765,118195,128933
18005,57451,SD,Ipswich,Edmunds County,178194,187572,203369,225534,214108,237152
18006,81019,CO,Colorado City,Pueblo County,170549,185922,200320,222303,239801,284184
18008,54540,WI,Land O Lakes,Vilas County,185061,193994,203241,207169,209063,232376
18009,15474,PA,Springhill Township,Fayette County,83416,80319,83428,87337,94103,90111
18010,16669,PA,Jackson Township,Huntingdon County,135482,138870,147743,156601,163594,181957
18011,42234,KY,Guthrie,Todd County,75328,81705,84182,88780,89159,100626
18012,20006,DC,Washington,District of Columbia,241716,248126,239307,250675,255832,249225
18013,52332,IA,Shellsburg,Benton County,166517,173167,177246,183439,188203,203690
18014,25823,WV,Coal City,Raleigh County,60100,60138,60199,62085,66022,69707
18015,27920,NC,Buxton,Dare County,300948,278090,276497,275587,290940,353701
18016,62458,IL,Saint Elmo,Fayette County,68472,68023,69662,70881,71766,75300
18017,23083,VA,Jetersville,Amelia County,150559,155127,159316,167602,175178,198741
18018,23047,VA,Doswell,Hanover County,260066,273374,285983,295747,310109,341282
18019,4854,ME,Owls Head,Knox County,264285,274909,286623,299412,312155,363815
18020,43148,OH,Pleasantville,Fairfield County,149868,161622,178385,187424,198815,235361
18021,12870,NY,Schroon,Essex County,194878,200722,209337,218245,227264,247884
18022,72645,AR,Leslie,Searcy County,54818,62794,71008,77606,83742,87000
18023,21917,MD,Colora,Cecil County,237838,252527,258281,269026,276714,312501
18024,14806,NY,Town of Andover,Allegany County,61875,66408,70140,73125,74905,81452
18025,98822,WA,Entiat,Chelan County,251941,264159,289787,329805,357545,445448
18026,47634,IN,Richland,Spencer County,89568,93735,100598,107803,111379,123625
18027,7980,NJ,Long Hill Township,Morris County,465017,477429,488282,481084,487182,541022
18028,43977,OH,Flushing,Belmont County,68407,71759,76721,82680,85107,96656
18029,76554,TX,Little River Academy,Bell County,118722,127739,139706,149244,164935,200962
18030,87566,NM,Ohkay Owingeh,Rio Arriba County,146014,149091,156366,162519,164816,189464
18031,18617,PA,Glen Lyon,Luzerne County,35058,36434,41135,41704,50288,65771
18032,54539,WI,Lake Tomahawk,Oneida County,169185,175044,184656,194245,200216,225684
18033,37318,TN,Cowan,Franklin County,78714,81993,83355,80406,82552,95616
18034,24311,VA,Atkins,Smyth County,81975,85972,90574,96011,97545,104864
18035,76945,TX,Robert Lee,Coke County,76359,79478,81072,86895,88392,99458
18036,83615,ID,Donnelly,Valley County,228993,249038,276325,303557,340233,413835
18037,12723,NY,Delaware,Sullivan County,198908,193513,208782,208076,223892,276978
18038,16912,PA,Blossburg,Tioga County,91906,95200,101014,105086,110744,122631
18039,25882,WV,Mullens,Wyoming County,34127,34807,34681,34706,34305,35006
18040,14826,NY,Town of Cohocton,Steuben County,81113,84658,89907,89916,91543,106921
18041,12928,NY,Town Of Crown Point,Essex County,123708,128623,133849,137289,140874,152560
18042,14171,NY,Ashford,Cattaraugus County,103015,100777,107914,118062,124586,138734
18043,15437,PA,Wharton Township,Fayette County,171904,167918,178084,182699,193249,214838
18044,4472,ME,Orland,Hancock County,134702,134531,147749,154677,163541,190587
18046,55750,MN,Hoyt Lakes,Saint Louis County,64967,70357,78554,82495,82731,84337
18047,15034,PA,Dravosburg,Allegheny County,68869,70446,74349,75575,79913,96432
18048,24128,VA,Newport,Giles County,181661,188557,192172,200227,205275,232848
18049,38425,TN,Clifton,Wayne County,88389,94648,102713,107143,111354,122603
18050,12740,NY,Town Of Neversink,Sullivan County,143052,150423,182595,188049,210768,269037
18051,68883,NE,Wood River,Hall County,142488,152878,159324,168186,174127,193363
18052,75705,TX,Tyler,Smith County,114406,118794,125773,129469,135349,152872
18053,5354,VT,Vernon,Windham County,209269,214613,221885,230626,236462,274756
18055,47513,IN,Birdseye,Dubois County,87157,91605,98808,103647,108481,123942
18057,72843,AR,Hector,Pope County,79816,83147,89189,94401,98075,107182
18058,8740,NJ,Ocean Gate,Ocean County,198270,200566,210573,215334,223346,282509
18059,75456,TX,Mount Pleasant,Titus County,138311,149995,165679,166172,169245,193065
18061,64740,MO,Deepwater,Henry County,80635,82705,89745,92808,101101,120988
18062,95638,CA,Herald,Sacramento County,501397,548995,565023,573715,627771,751328
18063,15724,PA,Montgomery Township,Indiana County,83789,91515,97184,103324,104851,115243
18064,49410,MI,Fountain,Mason County,82183,85172,90333,94203,97035,112118
18065,75930,TX,Bronson,Sabine County,75671,81346,90470,96650,97576,102372
18066,75668,TX,Lone Star,Morris County,63830,67331,67408,69033,69146,70527
18067,12193,NY,Town Of Westerlo,Albany County,167547,163436,172390,182500,187935,228975
18068,6060,CT,North Granby,Hartford County,340215,348635,347323,348045,355218,404149
18069,71027,LA,Frierson,De Soto Parish,148224,156483,161822,172904,172721,183079
18070,52565,IA,Keosauqua,Van Buren County,95465,103632,109886,114497,117477,127699
18071,64469,MO,Maysville,DeKalb County,108109,114361,122623,130037,139230,159803
18072,38374,TN,Scotts Hill,Decatur County,76871,81951,86464,91043,96189,105014
18073,97836,OR,Heppner,Morrow County,123999,134724,145128,151578,155955,180519
18074,62935,IL,Galatia,Saline County,83532,85929,90109,90690,88869,94351
18076,69334,NE,Bayard,Morrill County,86549,92854,99239,104375,107385,118981
18077,67017,KS,Benton,Butler County,166531,170960,179225,187218,193494,216984
18078,97049,OR,Rhododendron,Clackamas County,239006,264965,294449,302294,321770,393348
18079,52076,IA,Strawberry Point,Clayton County,104435,109818,116339,119914,121094,129834
18080,21520,MD,Accident,Garrett County,168112,172790,177695,181977,182885,208125
18081,56531,MN,Elbow Lake,Grant County,95182,102603,110337,117302,121463,136204
18082,39834,GA,Climax,Decatur County,113520,121110,122766,130009,136433,155047
18083,6058,CT,Norfolk,Litchfield County,298524,305002,314280,304487,312830,387180
18084,95975,CA,Rough and Ready,Nevada County,351018,375535,390110,397823,433809,556073
18085,73550,OK,Hollis,Harmon County,27181,27848,28824,30238,31678,33760
18086,52324,IA,Palo,Linn County,206064,214198,220638,230995,236477,268472
18087,61028,IL,Elizabeth,Jo Daviess County,103540,108441,117811,120901,120244,129956
18089,22724,VA,Jeffersonton,Culpeper County,373431,402283,418767,425440,442359,511105
18090,13640,NY,Town Of Alexandria,Jefferson County,298495,314159,323634,341905,340207,374170
18091,79064,TX,Olton,Lamb County,45896,48473,50343,53964,58892,66155
18092,31098,GA,Warner Robins,Houston County,80900,81959,88585,97801,115827,127293
18093,36005,AL,Louisville,Barbour County,85238,82634,82785,88038,90800,98895
18094,4988,ME,Unity,Waldo County,150977,158584,172887,178825,180910,210173
18095,13327,NY,Town of Croghan,Lewis County,117233,127291,133069,136221,138611,152278
18096,73762,OK,Okarche,Kingfisher County,138338,142995,151223,160491,169999,185806
18097,65786,MO,Macks Creek,Camden County,122640,143200,137050,152592,141652,170881
18098,99181,WA,Valley,Stevens County,180922,197374,207086,213897,218382,253500
18099,10973,NY,Wawayanda,Orange County,266866,275716,292359,311099,325175,388428
18100,49095,MI,Vandalia,Cass County,165767,176788,189745,196459,204581,245948
18101,29593,SC,Society Hill,Darlington County,49041,49522,53145,52185,52699,62215
18103,84535,UT,Monticello,San Juan County,140421,151520,165977,176926,186125,226628
18104,62907,IL,Ava,Jackson County,108541,113143,114215,114605,115981,127258
18105,13697,NY,Town of Stockholm,Saint Lawrence County,68970,68631,70245,75568,80897,99047
18106,96783,HI,Pepeekeo,Hawaii County,355025,370511,361382,400516,408172,455132
18108,30541,GA,Epworth,Fannin County,168648,175118,189695,203273,214126,247173
18109,27046,NC,Sandy Ridge,Stokes County,94056,99315,106320,111515,115058,121332
18110,13459,NY,Sharon,Schoharie County,107069,111336,115820,121255,126823,141046
18112,72658,AR,Norfork,Baxter County,140516,144420,149022,159434,164752,188339
18113,92242,CA,Earp,San Bernardino County,92338,86977,92365,92392,103118,130301
18114,18053,PA,Heidelberg Township,Lehigh County,222544,230755,240981,251583,263871,306798
18115,14814,NY,Town of Big Flats,Chemung County,162844,167418,175249,181159,186035,209077
18116,23410,VA,Melfa,Accomack County,166491,178387,180571,188095,184648,195048
18117,37726,TN,Deer Lodge,Morgan County,83413,85463,92007,98048,106548,119424
18118,81131,CO,Crestone,Saguache County,185256,194475,199393,206430,220410,260744
18119,55706,MN,Babbitt,Saint Louis County,74155,80926,80812,82255,88128,101186
18120,41219,KY,Flatgap,Johnson County,64262,67389,69973,75942,69988,70061
18121,42160,KY,Park City,Barren County,84535,90699,95309,101668,105428,121160
18122,45306,OH,Botkins,Shelby County,136336,145747,157558,168347,174912,196927
18123,4493,ME,Enfield,Penobscot County,95650,109974,115410,112001,118729,148741
18124,4971,ME,St Albans,Somerset County,142174,145121,159856,165299,167060,193603
18125,19373,PA,Thornbury Township,Delaware County,541207,548251,566685,581944,607523,678414
18126,5828,VT,Danville,Caledonia County,172579,176407,181217,188266,199778,232543
18127,22454,VA,Dunnsville,Essex County,182910,184712,187024,193956,196454,216873
18128,13416,NY,Town of Newport,Herkimer County,108892,115359,122736,129228,132994,139680
18129,11965,NY,Town of Shelter Island,Suffolk County,1178210,1267512,1313680,1336256,1345184,1597875
18130,15469,PA,Springfield Township,Fayette County,146496,135970,143857,149989,150835,164748
18131,62347,IL,Liberty,Adams County,125146,129444,136859,144442,146319,156527
18132,78055,TX,Medina,Bandera County,185753,207857,228023,240807,262922,318066
18133,74727,OK,Boswell,Choctaw County,60414,62256,66545,66540,69376,73848
18135,14544,NY,Rushville,Yates County,157777,167173,178646,186739,192298,217887
18136,96765,HI,Koloa,Kauai County,525430,539096,547865,573503,621929,697493
18137,61924,IL,Chrisman,Edgar County,57973,58148,58222,59677,59817,64352
18138,37892,TN,Winfield,Scott County,65844,72198,76808,78790,85936,94490
18139,14427,NY,Town of Castile,Wyoming County,88835,93788,99816,104656,108993,120270
18140,29001,SC,Alcolu,Clarendon County,97276,98044,102257,102259,103364,116028
18141,85337,AZ,Gila Bend,Maricopa County,129963,112008,116555,115912,137988,177752
18142,87036,NM,Mountainair,Torrance County,96051,89063,97528,103011,103909,114857
18144,57212,SD,Arlington,Kingsbury County,126311,141444,152241,156409,166323,189688
18145,91916,CA,Descanso,San Diego County,388617,428725,443488,450597,465331,553334
18146,86332,AZ,Kirkland,Yavapai County,167636,171952,184585,202462,221124,280145
18147,49011,MI,Athens,Calhoun County,94330,103275,105900,115107,129013,153269
18148,96796,HI,Waimea,Kauai County,436880,445481,460310,482059,509673,562481
18149,46939,IN,Kewanna,Fulton County,83936,88317,93266,98057,101861,116252
18150,46070,IN,Summitville,Madison County,80905,85920,95686,104025,113860,136063
18152,12859,NY,Greenfield Center,Saratoga County,227640,233130,239600,235828,249420,288987
18153,10984,NY,Thiells,Rockland County,380614,382098,410933,425424,432539,503527
18154,13409,NY,Town Of Stockbridge,Madison County,93491,98597,105268,108528,111697,123118
